idsensore,nometiposensore,unitamisura,idstazione,nomestazione,quota,provincia,comune,storico,datastart,datastop,utm_nord,utm_est,coordinate,
5623,Biossido di Zolfo,µg/m³,610,Cassano d'Adda v.le delle Rimembranze,141,MI,Cassano d'Adda,S,1980-09-18T00:00:00.000,2005-10-27T00:00:00.000,5043871,537669,(45.547356, 9.482557)
5624,Biossido di Zolfo,µg/m³,510,Inzago v.le Gramsci,138,MI,Inzago,S,1989-12-14T00:00:00.000,2010-02-19T00:00:00.000,5043030,538012,(45.53977, 9.486885)
5625,Biossido di Zolfo,µg/m³,502,Milano v.Juvara,122,MI,Milano,S,1968-01-12T00:00:00.000,2007-07-18T00:00:00.000,5035546,517377,(45.473225, 9.222315)
5626,Biossido di Zolfo,µg/m³,537,Lainate v.Mengato,176,MI,Lainate,S,1991-09-25T00:00:00.000,2000-10-18T00:00:00.000,5046000,502013,(45.567535, 9.025797)
5627,Biossido di Zolfo,µg/m³,505,Legnano v.Diaz,199,MI,Legnano,S,1973-11-20T00:00:00.000,2011-02-08T00:00:00.000,5049180,493668,(45.596134, 8.918814)
5628,Biossido di Zolfo,µg/m³,539,Milano v.Liguria,115,MI,Milano,S,1991-08-14T00:00:00.000,1999-05-05T00:00:00.000,5032273,513134,(45.44386, 9.167945)
5629,Biossido di Zolfo,µg/m³,541,Limbiate v. F. Turati,181,MB,Limbiate,S,1994-11-24T00:00:00.000,1999-10-12T00:00:00.000,5049330,509823,(45.597443, 9.125949)
5630,Biossido di Zolfo,µg/m³,531,Pioltello Limito,114,MI,Pioltello,N,1989-05-07T00:00:00.000,,5036730,525583,(45.48363, 9.32736)
5631,Biossido di Zolfo,µg/m³,546,Magenta v. F. Turati,137,MI,Magenta,N,1995-04-22T00:00:00.000,,5034328,490635,(45.462418, 8.880211)
5636,Biossido di Zolfo,µg/m³,515,Pero SS Sempione,141,MI,Pero,S,1982-05-26T00:00:00.000,2018-07-30T00:00:00.000,5039595,507028,(45.509853, 9.0899725)
5637,Biossido di Zolfo,µg/m³,549,Milano P.zza Abbiategrasso,111,MI,Milano,S,1995-05-20T00:00:00.000,2003-03-06T00:00:00.000,5030980,514247,(45.432198, 9.182138)
5638,Biossido di Zolfo,µg/m³,514,Rho via Buon Gesù,152,MI,Rho,S,1982-10-18T00:00:00.000,1999-05-04T00:00:00.000,5041100,503483,(45.523426, 9.0446)
5639,Biossido di Zolfo,µg/m³,509,Rivolta d'Adda v.Beccaria,101,CR,Rivolta d'Adda,S,1984-12-14T00:00:00.000,2008-06-12T00:00:00.000,5035130,539972,(45.46855, 9.511345)
5640,Biossido di Zolfo,µg/m³,516,Robecchetto con Induno v. Pertini,135,MI,Robecchetto con Induno,S,1982-03-08T00:00:00.000,2010-01-18T00:00:00.000,5040503,481768,(45.517822, 8.766562)
5642,Biossido di Zolfo,µg/m³,504,Sesto San Giovanni v. Cesare da Sesto,139,MI,Sesto San Giovanni,S,1974-09-03T00:00:00.000,1999-05-04T00:00:00.000,5042386,518435,(45.534767, 9.236108)
5643,Biossido di Zolfo,µg/m³,538,Settimo Milanese v. Della Libertà,132,MI,Settimo Milanese,S,1992-05-19T00:00:00.000,2003-08-26T00:00:00.000,5036306,504444,(45.48027, 9.056862)
5644,Biossido di Zolfo,µg/m³,519,Tribiano,94,MI,Tribiano,S,1982-03-08T00:00:00.000,2006-03-29T00:00:00.000,5028070,529033,(45.40555, 9.370994)
5646,Biossido di Zolfo,µg/m³,517,Turbigo vicolo dello sport,141,MI,Turbigo,N,1982-03-08T00:00:00.000,,5041480,479423,(45.52655, 8.736497)
5647,Biossido di Zolfo,µg/m³,528,Milano Verziere,116,MI,Milano,S,1988-12-07T00:00:00.000,2004-03-01T00:00:00.000,5034443,515270,(45.46335, 9.195325)
5648,Biossido di Zolfo,µg/m³,507,Villasanta v. A. Volta,176,MB,Villasanta,S,1976-12-18T00:00:00.000,1999-05-03T00:00:00.000,5050610,523948,(45.60862, 9.307118)
5649,Biossido di Zolfo,µg/m³,543,Vimercate v. dell'Ospedale,194,MB,Vimercate,S,1994-12-23T00:00:00.000,2003-10-16T00:00:00.000,5051330,528723,(45.61492, 9.368396)
5650,Biossido di Zolfo,µg/m³,503,Milano P.zza Zavattari,122,MI,Milano,S,1968-01-12T00:00:00.000,2010-12-14T00:00:00.000,5035847,511082,(45.476063, 9.141787)
5651,Biossido di Zolfo,µg/m³,501,Milano v.Marche,129,MI,Milano,S,1973-11-07T00:00:00.000,1999-04-05T00:00:00.000,5038105,514918,(45.496315, 9.190933)
5652,Biossido di Zolfo,µg/m³,558,Busto Arsizio  Accam,206,VA,Busto Arsizio,N,1998-12-06T00:00:00.000,,5047718,487687,(45.582893, 8.842165)
5653,Biossido di Zolfo,µg/m³,555,Busto Arsizio v.Magenta,222,VA,Busto Arsizio,S,1991-05-25T00:00:00.000,2012-01-03T00:00:00.000,5050810,488313,(45.610737, 8.850116)
5654,Biossido di Zolfo,µg/m³,556,Gallarate  P.zza S.Lorenzo,240,VA,Gallarate,S,1991-06-25T00:00:00.000,2001-03-26T00:00:00.000,5056010,484229,(45.65746, 8.797571)
5655,Biossido di Zolfo,µg/m³,557,Lonate Pozzolo v.Veneto,204,VA,Lonate Pozzolo,S,1996-12-05T00:00:00.000,2005-08-17T00:00:00.000,5048975,479783,(45.594025, 8.740797)
5656,Biossido di Zolfo,µg/m³,553,Saronno v.Marconi,211,VA,Saronno,S,1993-06-25T00:00:00.000,2001-12-18T00:00:00.000,5052270,502902,(45.62397, 9.037227)
5657,Biossido di Zolfo,µg/m³,554,Saronno v.Santuario,212,VA,Saronno,S,1991-05-09T00:00:00.000,2001-03-24T00:00:00.000,5052646,502058,(45.627357, 9.0264015)
5658,Biossido di Zolfo,µg/m³,552,Varese v.Vidoletti,425,VA,Varese,N,1991-12-23T00:00:00.000,,5075945,484773,(45.836903, 8.803926)
5659,Biossido di Zolfo,µg/m³,589,Nembro v.Locatelli,309,BG,Nembro,S,1991-06-05T00:00:00.000,2003-05-31T00:00:00.000,5065779,559162,(45.74304, 9.760535)
5660,Biossido di Zolfo,µg/m³,590,Ponte San Pietro v. Moiolo,225,BG,Ponte San Pietro,S,1990-07-04T00:00:00.000,2006-06-20T00:00:00.000,5060449,545762,(45.696083, 9.587784)
5661,Biossido di Zolfo,µg/m³,591,Seriate v. Garibaldi,256,BG,Seriate,S,1991-10-31T00:00:00.000,2003-06-03T00:00:00.000,5059449,555672,(45.686356, 9.714948)
5662,Biossido di Zolfo,µg/m³,592,Treviglio p.zza Insurrezione,191,BG,Treviglio,N,1991-06-02T00:00:00.000,,5040815,546236,(45.519337, 9.59201)
5663,Biossido di Zolfo,µg/m³,593,Ciserano c.so Europa,159,BG,Ciserano,S,1991-06-13T00:00:00.000,2003-06-03T00:00:00.000,5048846,547278,(45.59155, 9.606128)
5664,Biossido di Zolfo,µg/m³,612,Filago v.Fermi,176,BG,Filago,S,1992-07-17T00:00:00.000,,5052474,543382,(45.62446, 9.556504)
5665,Biossido di Zolfo,µg/m³,595,Filago v.Don Milani,190,BG,Filago,N,1991-12-07T00:00:00.000,,5053519,543342,(45.633865, 9.556085)
5666,Biossido di Zolfo,µg/m³,594,Bergamo v.Goisis,290,BG,Bergamo,S,1996-09-13T00:00:00.000,2003-06-03T00:00:00.000,5062715,553620,(45.71591, 9.688959)
5668,Biossido di Zolfo,µg/m³,597,Lallio v. Sforzatica,212,BG,Lallio,S,2000-04-13T00:00:00.000,2017-01-01T00:00:00.000,5056421,548190,(45.659664, 9.618568)
5669,Biossido di Zolfo,µg/m³,583,Bergamo v.Meucci,249,BG,Bergamo,S,1989-06-01T00:00:00.000,2003-06-03T00:00:00.000,5059922,550116,(45.691036, 9.643651)
5670,Biossido di Zolfo,µg/m³,584,Bergamo v.Garibaldi,249,BG,Bergamo,N,1994-06-16T00:00:00.000,,5060449,551482,(45.69568, 9.661249)
5672,Biossido di Zolfo,µg/m³,586,Costa Volpino v.Nazionale,192,BG,Costa Volpino,S,1993-07-26T00:00:00.000,2003-06-03T00:00:00.000,5075429,585212,(45.827156, 10.097062)
5673,Biossido di Zolfo,µg/m³,587,Casnigo via Europa,514,BG,Casnigo,S,1989-11-08T00:00:00.000,2003-06-03T00:00:00.000,5073819,567412,(45.81464, 9.867701)
5674,Biossido di Zolfo,µg/m³,588,Tavernola Bergamasca v.Riva di Sotto,191,BG,Tavernola Bergamasca,S,1990-08-09T00:00:00.000,2011-09-12T00:00:00.000,5063058,581311,(45.7163, 10.044766)
5675,Biossido di Zolfo,µg/m³,565,Cantù v.Meucci,369,CO,Cantù,S,1993-10-01T00:00:00.000,1997-08-05T00:00:00.000,5064150,509783,(45.730835, 9.125734)
5676,Biossido di Zolfo,µg/m³,561,Como v.Cattaneo,202,CO,Como,N,1991-02-17T00:00:00.000,,5073500,505203,(45.815044, 9.066972)
5677,Biossido di Zolfo,µg/m³,564,Erba v. Battisti,279,CO,Erba,N,2009-06-13T00:00:00.000,,5072803,517232,(45.808575, 9.221779)
5678,Biossido di Zolfo,µg/m³,563,Fino Mornasco SP27 casa dell'Alpino,304,CO,Fino Mornasco,S,1991-02-18T00:00:00.000,2007-11-29T00:00:00.000,5066055,503313,(45.748043, 9.042593)
5679,Biossido di Zolfo,µg/m³,562,Mariano Comense v.le Lombardia,256,CO,Mariano Comense,S,1991-02-17T00:00:00.000,2002-06-05T00:00:00.000,5059472,514067,(45.688656, 9.180657)
5680,Biossido di Zolfo,µg/m³,566,Olgiate Comasco v.Roma,404,CO,Olgiate Comasco,S,1995-02-01T00:00:00.000,2009-02-05T00:00:00.000,5070038,497388,(45.783897, 8.966398)
5681,Biossido di Zolfo,µg/m³,577,Calolziocorte c.so Dante,215,LC,Calolziocorte,S,1993-06-01T00:00:00.000,2002-11-28T00:00:00.000,5072149,533373,(45.802097, 9.429467)
5683,Biossido di Zolfo,µg/m³,573,Colico v.La Madoneta,229,LC,Colico,N,1991-02-17T00:00:00.000,,5109468,529713,(46.13814, 9.384687)
5685,Biossido di Zolfo,µg/m³,576,Merate v. Madonna di Loreto,279,LC,Merate,S,1991-02-17T00:00:00.000,2003-07-30T00:00:00.000,5060569,531623,(45.697952, 9.406191)
5686,Biossido di Zolfo,µg/m³,575,Nibionno v.della Chiesa,310,LC,Nibionno,S,1991-02-17T00:00:00.000,2003-06-10T00:00:00.000,5066429,520613,(45.75111, 9.265021)
5688,Biossido di Zolfo,µg/m³,578,Varenna v.Polvani,220,LC,Varenna,S,1991-02-17T00:00:00.000,2001-03-20T00:00:00.000,5095134,522088,(46.009422, 9.285304)
5689,Biossido di Zolfo,µg/m³,607,Abbadia Cerreto v. Fanfulla,64,LO,Abbadia Cerreto,S,2000-01-13T00:00:00.000,2008-04-11T00:00:00.000,5017500,545920,(45.3095, 9.585791)
5690,Biossido di Zolfo,µg/m³,603,Castiraga Vidardo v.Craxi,74,LO,Castiraga Vidardo,S,2000-01-13T00:00:00.000,2008-04-11T00:00:00.000,5012170,531404,(45.262325, 9.400281)
5691,Biossido di Zolfo,µg/m³,608,Codogno v.Trento,59,LO,Codogno,N,2000-01-13T00:00:00.000,,5000892,554872,(45.159374, 9.698148)
5693,Biossido di Zolfo,µg/m³,600,Lodi v.Vignati,80,LO,Lodi,N,1999-12-30T00:00:00.000,,5017060,538042,(45.30601, 9.485263)
5694,Biossido di Zolfo,µg/m³,602,Melegnano v.Predabissi,83,MI,Melegnano,S,2000-01-13T00:00:00.000,2007-11-08T00:00:00.000,5022361,525789,(45.354286, 9.329244)
5695,Biossido di Zolfo,µg/m³,601,Montanaso Lombardo SP 202,84,LO,Montanaso Lombardo,S,2000-01-13T00:00:00.000,2008-04-11T00:00:00.000,5020391,535459,(45.336132, 9.452554)
5696,Biossido di Zolfo,µg/m³,606,San Giuliano Milanese via Milano,97,MI,San Giuliano Milanese,S,2000-01-13T00:00:00.000,2015-12-15T00:00:00.000,5027003,522127,(45.396194, 9.282701)
5697,Biossido di Zolfo,µg/m³,613,Spino d'Adda SP1,80,CR,Spino d'Adda,S,2000-01-13T00:00:00.000,2006-04-13T00:00:00.000,5026365,538310,(45.38975, 9.489403)
5698,Biossido di Zolfo,µg/m³,604,Tavazzano con Villavesco v.Cascina Bagnolo,85,LO,Tavazzano con Villavesco,N,2000-01-13T00:00:00.000,,5019734,532492,(45.33036, 9.414645)
5700,Biossido di Zolfo,µg/m³,571,Bormio v.Monte Braulio,1225,SO,Bormio,N,1993-11-01T00:00:00.000,,5147136,605598,(46.469524, 10.375433)
5701,Biossido di Zolfo,µg/m³,567,Chiavenna v.Cerletti,333,SO,Chiavenna,S,1993-10-27T00:00:00.000,2007-01-18T00:00:00.000,5129768,530454,(46.320805, 9.395591)
5703,Biossido di Zolfo,µg/m³,572,Morbegno v.Cortivacci,262,SO,Morbegno,S,1998-09-29T00:00:00.000,2008-08-06T00:00:00.000,5108901,543736,(46.132282, 9.56618)
5704,Biossido di Zolfo,µg/m³,569,Sondrio v.Mazzini,307,SO,Sondrio,N,1993-11-01T00:00:00.000,,5113078,567173,(46.167965, 9.870144)
5705,Biossido di Zolfo,µg/m³,570,Tirano Viale Italia,439,SO,Tirano,S,1993-11-01T00:00:00.000,2009-01-01T00:00:00.000,5118891,589196,(46.217747, 10.15647)
5706,Ozono,µg/m³,530,Agrate Brianza v.Ferrario,162,MB,Agrate Brianza,S,1996-03-27T00:00:00.000,2018-01-01T00:00:00.000,5046977,527628,(45.575787, 9.354106)
5707,Ozono,µg/m³,551,Arconate v. De Gasperi,182,MI,Arconate,N,1999-01-20T00:00:00.000,,5043898,488082,(45.54852, 8.8473215)
5708,Ozono,µg/m³,536,Arese v. Matteotti,157,MI,Arese,S,1995-10-03T00:00:00.000,2018-01-01T00:00:00.000,5043325,506302,(45.543434, 9.080726)
5709,Ozono,µg/m³,512,Carate Brianza v.De Gasperi,250,MB,Carate Brianza,S,1995-02-15T00:00:00.000,2018-01-01T00:00:00.000,5057635,518272,(45.672024, 9.2345915)
5710,Ozono,µg/m³,544,Cormano v. Edison,153,MI,Cormano,N,1994-11-03T00:00:00.000,,5044180,512693,(45.55104, 9.162614)
5711,Ozono,µg/m³,525,Corsico v.le Italia,119,MI,Corsico,S,1990-01-18T00:00:00.000,2018-01-01T00:00:00.000,5031403,507619,(45.436108, 9.097411)
5712,Ozono,µg/m³,510,Inzago v.le Gramsci,138,MI,Inzago,S,2001-02-24T00:00:00.000,2018-01-01T00:00:00.000,5043030,538012,(45.53977, 9.486885)
5713,Ozono,µg/m³,502,Milano v.Juvara,122,MI,Milano,S,1981-01-12T00:00:00.000,2007-07-20T00:00:00.000,5035546,517377,(45.473225, 9.222315)
5714,Ozono,µg/m³,535,Lacchiarella v.Molise,97,MI,Lacchiarella,S,1998-09-17T00:00:00.000,2018-01-01T00:00:00.000,5019010,510542,(45.324516, 9.134518)
5715,Ozono,µg/m³,505,Legnano v.Diaz,199,MI,Legnano,S,1990-01-11T00:00:00.000,2018-01-01T00:00:00.000,5049180,493668,(45.596134, 8.918814)
5716,Ozono,µg/m³,541,Limbiate v. F. Turati,181,MB,Limbiate,S,1995-01-17T00:00:00.000,2018-01-01T00:00:00.000,5049330,509823,(45.597443, 9.125949)
5717,Ozono,µg/m³,531,Pioltello Limito,114,MI,Pioltello,N,1989-05-13T00:00:00.000,,5036730,525583,(45.48363, 9.32736)
5718,Ozono,µg/m³,546,Magenta v. F. Turati,137,MI,Magenta,N,1995-07-29T00:00:00.000,,5034328,490635,(45.462418, 8.880211)
5719,Ozono,µg/m³,542,Meda v. Gagarin,222,MB,Meda,N,1995-11-01T00:00:00.000,,5056480,512203,(45.661762, 9.156644)
5721,Ozono,µg/m³,545,Motta Visconti v. De Gasperi,100,MI,Motta Visconti,N,1998-03-17T00:00:00.000,,5014273,499103,(45.281956, 8.988563)
5722,Ozono,µg/m³,547,Milano Parco Lambro,123,MI,Milano,S,1995-05-03T00:00:00.000,2018-01-01T00:00:00.000,5038480,519323,(45.499584, 9.247327)
5724,Ozono,µg/m³,513,Trezzo sull'Adda v.Nenni,199,MI,Trezzo sull'Adda,S,2001-02-22T00:00:00.000,2017-01-01T00:00:00.000,5051253,539618,(45.613693, 9.508122)
5725,Ozono,µg/m³,528,Milano Verziere,116,MI,Milano,N,1988-09-20T00:00:00.000,,5034443,515270,(45.46335, 9.195325)
5727,Ozono,µg/m³,543,Vimercate v. dell'Ospedale,194,MB,Vimercate,S,1995-01-11T00:00:00.000,2018-01-01T00:00:00.000,5051330,528723,(45.61492, 9.368396)
5728,Ozono,µg/m³,594,Bergamo v.Goisis,290,BG,Bergamo,S,1996-09-13T00:00:00.000,2018-01-01T00:00:00.000,5062715,553620,(45.71591, 9.688959)
5730,Ozono,µg/m³,564,Erba v. Battisti,279,CO,Erba,N,2009-01-01T00:00:00.000,,5072803,517232,(45.808575, 9.221779)
5731,Ozono,µg/m³,566,Olgiate Comasco v.Roma,404,CO,Olgiate Comasco,S,1996-08-01T00:00:00.000,2010-04-15T00:00:00.000,5070038,497388,(45.783897, 8.966398)
5732,Ozono,µg/m³,573,Colico v.La Madoneta,229,LC,Colico,N,1996-11-06T00:00:00.000,,5109468,529713,(46.13814, 9.384687)
5733,Ozono,µg/m³,574,Lecco v. Amendola,214,LC,Lecco,S,1991-02-17T00:00:00.000,2007-03-28T00:00:00.000,5077479,530713,(45.850193, 9.395577)
5735,Ozono,µg/m³,576,Merate v. Madonna di Loreto,279,LC,Merate,S,1991-02-17T00:00:00.000,2022-03-15T00:00:00.000,5060569,531623,(45.697952, 9.406191)
5736,Ozono,µg/m³,575,Nibionno v.della Chiesa,310,LC,Nibionno,S,1996-11-07T00:00:00.000,2018-01-01T00:00:00.000,5066429,520613,(45.75111, 9.265021)
5737,Ozono,µg/m³,578,Varenna v.Polvani,220,LC,Varenna,S,1991-02-17T00:00:00.000,2008-02-07T00:00:00.000,5095134,522088,(46.009422, 9.285304)
5738,Ozono,µg/m³,607,Abbadia Cerreto v. Fanfulla,64,LO,Abbadia Cerreto,N,2001-04-10T00:00:00.000,,5017500,545920,(45.3095, 9.585791)
5739,Ozono,µg/m³,571,Bormio v.Monte Braulio,1225,SO,Bormio,N,1996-05-29T00:00:00.000,,5147136,605598,(46.469524, 10.375433)
5740,Ozono,µg/m³,567,Chiavenna v.Cerletti,333,SO,Chiavenna,S,1996-05-30T00:00:00.000,2018-01-01T00:00:00.000,5129768,530454,(46.320805, 9.395591)
5742,Ozono,µg/m³,572,Morbegno v.Cortivacci,262,SO,Morbegno,N,2003-05-24T00:00:00.000,,5108901,543736,(46.132282, 9.56618)
5743,Ozono,µg/m³,569,Sondrio v.Mazzini,307,SO,Sondrio,S,1993-11-01T00:00:00.000,2003-05-19T00:00:00.000,5113078,567173,(46.167965, 9.870144)
5744,Ozono,µg/m³,555,Busto Arsizio v.Magenta,222,VA,Busto Arsizio,S,1991-05-25T00:00:00.000,2018-01-01T00:00:00.000,5050810,488313,(45.610737, 8.850116)
5745,Ozono,µg/m³,556,Gallarate  P.zza S.Lorenzo,240,VA,Gallarate,S,1991-08-30T00:00:00.000,2018-01-01T00:00:00.000,5056010,484229,(45.65746, 8.797571)
5746,Ozono,µg/m³,557,Lonate Pozzolo v.Veneto,204,VA,Lonate Pozzolo,S,1996-12-13T00:00:00.000,2005-08-17T00:00:00.000,5048975,479783,(45.594025, 8.740797)
5747,Ozono,µg/m³,559,Somma Lombardo v.Facchinetti,210,VA,Somma Lombardo,S,2000-03-21T00:00:00.000,2018-01-01T00:00:00.000,5055150,477613,(45.649536, 8.712691)
5749,Ozono,µg/m³,554,Saronno v.Santuario,212,VA,Saronno,N,1991-05-09T00:00:00.000,,5052646,502058,(45.627357, 9.0264015)
5750,Ozono,µg/m³,552,Varese v.Vidoletti,425,VA,Varese,N,1991-12-23T00:00:00.000,,5075945,484773,(45.836903, 8.803926)
5753,PM10,µg/m³,553,Saronno v.Marconi,211,VA,Saronno,S,2000-11-22T00:00:00.000,2003-12-12T00:00:00.000,5052270,502902,(45.62397, 9.037227)
5757,PM10,µg/m³,590,Ponte San Pietro v. Moiolo,225,BG,Ponte San Pietro,S,2000-01-28T00:00:00.000,2002-10-17T00:00:00.000,5060449,545762,(45.696083, 9.587784)
5768,PM10,µg/m³,562,Mariano Comense v.le Lombardia,256,CO,Mariano Comense,S,1999-01-01T00:00:00.000,2003-08-27T00:00:00.000,5059472,514067,(45.688656, 9.180657)
5769,PM10,µg/m³,566,Olgiate Comasco v.Roma,404,CO,Olgiate Comasco,S,1995-02-01T00:00:00.000,2010-04-15T00:00:00.000,5070038,497388,(45.783897, 8.966398)
5787,Monossido di Carbonio,mg/m³,589,Nembro v.Locatelli,309,BG,Nembro,S,1994-12-01T00:00:00.000,2007-03-14T00:00:00.000,5065779,559162,(45.74304, 9.760535)
5788,Monossido di Carbonio,mg/m³,590,Ponte San Pietro v. Moiolo,225,BG,Ponte San Pietro,S,1990-07-04T00:00:00.000,2011-09-12T00:00:00.000,5060449,545762,(45.696083, 9.587784)
5789,Monossido di Carbonio,mg/m³,591,Seriate v. Garibaldi,256,BG,Seriate,S,1991-10-31T00:00:00.000,2011-09-13T00:00:00.000,5059449,555672,(45.686356, 9.714948)
5790,Monossido di Carbonio,mg/m³,592,Treviglio p.zza Insurrezione,191,BG,Treviglio,N,1994-12-01T00:00:00.000,,5040815,546236,(45.519337, 9.59201)
5791,Monossido di Carbonio,mg/m³,593,Ciserano c.so Europa,159,BG,Ciserano,S,1994-11-29T00:00:00.000,2011-09-12T00:00:00.000,5048846,547278,(45.59155, 9.606128)
5792,Monossido di Carbonio,mg/m³,594,Bergamo v.Goisis,290,BG,Bergamo,S,1996-07-09T00:00:00.000,2018-07-30T00:00:00.000,5062715,553620,(45.71591, 9.688959)
5794,Monossido di Carbonio,mg/m³,584,Bergamo v.Garibaldi,249,BG,Bergamo,N,1994-06-16T00:00:00.000,,5060449,551482,(45.69568, 9.661249)
5796,Monossido di Carbonio,mg/m³,586,Costa Volpino v.Nazionale,192,BG,Costa Volpino,S,1993-07-26T00:00:00.000,2011-09-12T00:00:00.000,5075429,585212,(45.827156, 10.097062)
5797,Monossido di Carbonio,mg/m³,565,Cantù v.Meucci,369,CO,Cantù,N,1993-10-04T00:00:00.000,,5064150,509783,(45.730835, 9.125734)
5798,Monossido di Carbonio,mg/m³,561,Como v.Cattaneo,202,CO,Como,N,1991-02-17T00:00:00.000,,5073500,505203,(45.815044, 9.066972)
5799,Monossido di Carbonio,mg/m³,564,Erba v. Battisti,279,CO,Erba,S,2009-01-01T00:00:00.000,2014-03-05T00:00:00.000,5072803,517232,(45.808575, 9.221779)
5800,Monossido di Carbonio,mg/m³,563,Fino Mornasco SP27 casa dell'Alpino,304,CO,Fino Mornasco,S,1991-12-20T00:00:00.000,2012-01-04T00:00:00.000,5066055,503313,(45.748043, 9.042593)
5801,Monossido di Carbonio,mg/m³,562,Mariano Comense v.le Lombardia,256,CO,Mariano Comense,S,1991-12-18T00:00:00.000,2012-01-04T00:00:00.000,5059472,514067,(45.688656, 9.180657)
5802,Monossido di Carbonio,mg/m³,566,Olgiate Comasco v.Roma,404,CO,Olgiate Comasco,S,1995-02-01T00:00:00.000,2010-04-15T00:00:00.000,5070038,497388,(45.783897, 8.966398)
5803,Monossido di Carbonio,mg/m³,577,Calolziocorte c.so Dante,215,LC,Calolziocorte,S,1994-11-28T00:00:00.000,2012-01-04T00:00:00.000,5072149,533373,(45.802097, 9.429467)
5805,Monossido di Carbonio,mg/m³,574,Lecco v. Amendola,214,LC,Lecco,N,1991-02-17T00:00:00.000,,5077479,530713,(45.850193, 9.395577)
5807,Monossido di Carbonio,mg/m³,576,Merate v. Madonna di Loreto,279,LC,Merate,N,1991-12-24T00:00:00.000,,5060569,531623,(45.697952, 9.406191)
5809,Monossido di Carbonio,mg/m³,600,Lodi v.Vignati,80,LO,Lodi,N,1999-12-30T00:00:00.000,,5017060,538042,(45.30601, 9.485263)
5810,Monossido di Carbonio,mg/m³,602,Melegnano v.Predabissi,83,MI,Melegnano,S,2000-01-13T00:00:00.000,,5022361,525789,(45.354286, 9.329244)
5811,Monossido di Carbonio,mg/m³,598,San Rocco al Porto v.Matteotti,50,LO,San Rocco al Porto,S,2002-02-25T00:00:00.000,2021-12-31T00:00:00.000,4992297,555154,(45.081985, 9.7007885)
5812,Monossido di Carbonio,mg/m³,606,San Giuliano Milanese via Milano,97,MI,San Giuliano Milanese,N,2000-01-13T00:00:00.000,,5027003,522127,(45.396194, 9.282701)
5813,Monossido di Carbonio,mg/m³,511,Abbiategrasso v. Serafino Dell'Uomo,118,MI,Abbiategrasso,S,1997-11-02T00:00:00.000,2011-06-25T00:00:00.000,5026880,493223,(45.395405, 8.913417)
5814,Monossido di Carbonio,mg/m³,551,Arconate v. De Gasperi,182,MI,Arconate,N,1999-01-20T00:00:00.000,,5043898,488082,(45.54852, 8.8473215)
5815,Monossido di Carbonio,mg/m³,536,Arese v. Matteotti,157,MI,Arese,S,1991-10-15T00:00:00.000,2011-07-22T00:00:00.000,5043325,506302,(45.543434, 9.080726)
5816,Monossido di Carbonio,mg/m³,512,Carate Brianza v.De Gasperi,250,MB,Carate Brianza,S,1994-10-25T00:00:00.000,2011-07-01T00:00:00.000,5057635,518272,(45.672024, 9.2345915)
5818,Monossido di Carbonio,mg/m³,529,Cinisello Balsamo v.Lincoln,149,MI,Cinisello Balsamo,S,1988-09-29T00:00:00.000,2011-07-04T00:00:00.000,5044335,517778,(45.552326, 9.227764)
5819,Monossido di Carbonio,mg/m³,544,Cormano v. Edison,153,MI,Cormano,S,1994-10-29T00:00:00.000,2011-12-31T00:00:00.000,5044180,512693,(45.55104, 9.162614)
5820,Monossido di Carbonio,mg/m³,525,Corsico v.le Italia,119,MI,Corsico,S,1990-12-18T00:00:00.000,2018-07-30T00:00:00.000,5031403,507619,(45.436108, 9.097411)
5821,Monossido di Carbonio,mg/m³,540,Garbagnate Milanese v. Villoresi,175,MI,Garbagnate Milanese,S,1992-11-30T00:00:00.000,2011-07-14T00:00:00.000,5046467,506105,(45.571716, 9.078241)
5822,Monossido di Carbonio,mg/m³,505,Legnano v.Diaz,199,MI,Legnano,S,1990-01-19T00:00:00.000,2011-07-27T00:00:00.000,5049180,493668,(45.596134, 8.918814)
5823,Monossido di Carbonio,mg/m³,539,Milano v.Liguria,115,MI,Milano,N,1991-10-20T00:00:00.000,,5032273,513134,(45.44386, 9.167945)
5824,Monossido di Carbonio,mg/m³,541,Limbiate v. F. Turati,181,MB,Limbiate,S,1994-11-23T00:00:00.000,2011-07-01T00:00:00.000,5049330,509823,(45.597443, 9.125949)
5825,Monossido di Carbonio,mg/m³,531,Pioltello Limito,114,MI,Pioltello,N,1994-11-11T00:00:00.000,,5036730,525583,(45.48363, 9.32736)
5826,Monossido di Carbonio,mg/m³,546,Magenta v. F. Turati,137,MI,Magenta,N,1995-04-22T00:00:00.000,,5034328,490635,(45.462418, 8.880211)
5827,Monossido di Carbonio,mg/m³,501,Milano v.Marche,129,MI,Milano,N,1989-04-05T00:00:00.000,,5038105,514918,(45.496315, 9.190933)
5828,Monossido di Carbonio,mg/m³,542,Meda v. Gagarin,222,MB,Meda,N,1995-11-01T00:00:00.000,,5056480,512203,(45.661762, 9.156644)
5831,Monossido di Carbonio,mg/m³,515,Pero SS Sempione,141,MI,Pero,S,1991-05-10T00:00:00.000,2018-07-30T00:00:00.000,5039595,507028,(45.509853, 9.0899725)
5832,Monossido di Carbonio,mg/m³,514,Rho via Buon Gesù,152,MI,Rho,N,1991-10-02T00:00:00.000,,5041100,503483,(45.523426, 9.0446)
5834,Monossido di Carbonio,mg/m³,548,Milano v.Senato,118,MI,Milano,N,1995-05-01T00:00:00.000,,5035238,515435,(45.470497, 9.19746)
